UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,KFI ratio title,Value (Ratio)
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Staff costs excl. pension adjustment as a % of total income,0.519
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Premises costs as a % of total costs,0.075
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.07400000000000001
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Unrestricted reserves as a % of total income,0.5720000000000001
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,External borrowing as a % of total income,0.185
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Days ratio of total net assets to total expenditure,215.0
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,212.0
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Ratio of current assets to current liabilities,1.2
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Net cash inflow from operating activities as a % of total income,0.003
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Net liquidity days,101.0
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Net liquidity days excl. pension adjustment,100.0
10007858,University of Wales Trinity Saint David,Wales,Wales,2022/23,Debt service ratio,0.1
10067648,University Academy 92 Limited,England,North West,2022/23,Surplus/(deficit) as a % of total income,-0.157
10067648,University Academy 92 Limited,England,North West,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.157
10067648,University Academy 92 Limited,England,North West,2022/23,Staff costs as a % of total income,0.511
10067648,University Academy 92 Limited,England,North West,2022/23,Staff costs excl. pension adjustment as a % of total income,0.511
10067648,University Academy 92 Limited,England,North West,2022/23,Premises costs as a % of total costs,0.142
10067648,University Academy 92 Limited,England,North West,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.142
10067648,University Academy 92 Limited,England,North West,2022/23,Unrestricted reserves as a % of total income,-1.506
10067648,University Academy 92 Limited,England,North West,2022/23,External borrowing as a % of total income,0.145
10067648,University Academy 92 Limited,England,North West,2022/23,Days ratio of total net assets to total expenditure,-35.0
10067648,University Academy 92 Limited,England,North West,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,-35.0
10067648,University Academy 92 Limited,England,North West,2022/23,Ratio of current assets to current liabilities,0.4
10067648,University Academy 92 Limited,England,North West,2022/23,Net cash inflow from operating activities as a % of total income,-0.095
10067648,University Academy 92 Limited,England,North West,2022/23,Net liquidity days,21.0
10067648,University Academy 92 Limited,England,North West,2022/23,Net liquidity days excl. pension adjustment,21.0
10067648,University Academy 92 Limited,England,North West,2022/23,Debt service ratio,-2.0
10068157,University Centre Peterborough,England,East of England,2022/23,Surplus/(deficit) as a % of total income,0.004
10068157,University Centre Peterborough,England,East of England,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.004
10068157,University Centre Peterborough,England,East of England,2022/23,Staff costs as a % of total income,0.332
10068157,University Centre Peterborough,England,East of England,2022/23,Staff costs excl. pension adjustment as a % of total income,0.332
10068157,University Centre Peterborough,England,East of England,2022/23,Premises costs as a % of total costs,0.028999999999999998
10068157,University Centre Peterborough,England,East of England,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.028999999999999998
10068157,University Centre Peterborough,England,East of England,2022/23,Unrestricted reserves as a % of total income,0.036000000000000004
10068157,University Centre Peterborough,England,East of England,2022/23,External borrowing as a % of total income,0.0
10068157,University Centre Peterborough,England,East of England,2022/23,Days ratio of total net assets to total expenditure,13.0
10068157,University Centre Peterborough,England,East of England,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,13.0
10068157,University Centre Peterborough,England,East of England,2022/23,Ratio of current assets to current liabilities,1.1
10068157,University Centre Peterborough,England,East of England,2022/23,Net cash inflow from operating activities as a % of total income,-0.85
10068157,University Centre Peterborough,England,East of England,2022/23,Net liquidity days,218.0
10068157,University Centre Peterborough,England,East of England,2022/23,Net liquidity days excl. pension adjustment,218.0
10068157,University Centre Peterborough,England,East of England,2022/23,Debt service ratio,0.0
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Surplus/(deficit) as a % of total income,0.005
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.003
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Staff costs as a % of total income,0.106
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Staff costs excl. pension adjustment as a % of total income,0.114
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Premises costs as a % of total costs,0.011000000000000001
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.011000000000000001
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Unrestricted reserves as a % of total income,0.03
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,External borrowing as a % of total income,0.22899999999999998
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Days ratio of total net assets to total expenditure,16.0
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,16.0
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Ratio of current assets to current liabilities,0.9
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Net cash inflow from operating activities as a % of total income,-0.046
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Net liquidity days,55.0
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Net liquidity days excl. pension adjustment,54.0
10007114,University of the Highlands and Islands,Scotland,Scotland,2022/23,Debt service ratio,-12.6
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Surplus/(deficit) as a % of total income,0.044000000000000004
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,0.006
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Staff costs as a % of total income,0.499
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Staff costs excl. pension adjustment as a % of total income,0.537
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Premises costs as a % of total costs,0.08900000000000001
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Premises costs as a % of total costs excl. pension adjustment,0.085
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Unrestricted reserves as a % of total income,1.232
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,External borrowing as a % of total income,0.5710000000000001
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Days ratio of total net assets to total expenditure,491.0
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Days ratio of total net assets to total expenditure excl. pension adjustment,472.0
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Ratio of current assets to current liabilities,2.3
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Net cash inflow from operating activities as a % of total income,0.10300000000000001
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Net liquidity days,197.0
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Net liquidity days excl. pension adjustment,189.0
10007807,Ulster University,Northern Ireland,Northern Ireland,2022/23,Debt service ratio,34.7
10039956,The University of Law,England,London,2022/23,Surplus/(deficit) as a % of total income,-0.051
10039956,The University of Law,England,London,2022/23,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.051
